ticket_id,customer_id,message,created_at,customer_type,order_value,previous_complaints,department,status
T007912,C02526,My order has not arrived yet. Why is this taking so long?,2025-05-22 10:23:00,Premium,115492.6,0,Logistics,Resolved
T009472,C02714,The system says my phone number is already registered to another user.,2025-10-01 11:58:00,Regular,24682.33,1,Account Support,Resolved
T003363,C00167,How can I change my email address? This is extremely disappointing.,2026-07-16 08:17:00,Premium,144773.02,0,Account Support,Resolved
T004654,C01630,"My tracking shows it was delivered to a neighbor, but they don't have it. Please help me.",2025-10-17 19:40:00,Regular,22839.29,0,Logistics,In Progress
T004901,C01899,Does this product come in a gift box?,2025-09-14 22:13:00,Regular,14338.2,5,Sales,Resolved
T002807,C02114,My package was delivered to the wrong house down the street.!!,2025-08-26 13:57:00,Regular,73212.79,1,Logistics,Resolved
T005212,C01732,Is this material 100% cotton or a synthetic blend?,2026-03-27 16:38:00,Regular,27302.18,3,Sales,Resolved
T005148,C01003,I keep getting logged out of my account every 5 minutes.,2025-04-16 22:17:00,Regular,53877.73,5,Account Support,Resolved
T005966,C00068,My Two-Factor Authentication (2FA) code is not being accepted.,2025-03-04 22:52:00,Regular,7040.34,1,Technical Support,Open
T007810,C00752,My loyalty points are not showing up in my account dashboard. I would appreciate a quick reply.,2025-08-13 15:32:00,Regular,43849.31,2,Account Support,Open
T009441,C02123,is there an upcoming black friday sale i should wait for?,2025-05-09 08:24:00,Premium,88256.79,0,Sales,Open
T004730,C02689,Can I pay using a purchase order (PO)?,2025-12-14 14:21:00,Regular,59126.78,2,Sales,Open
T008774,C00594,How do I change the display name on my public profile?,2026-02-15 10:01:00,Premium,148593.02,4,Account Support,Resolved
T006058,C02633,The app drains my battery really fast after the last update. Could you please point me in the right direction?,2026-02-28 20:18:00,Regular,43970.99,2,Technical Support,In Progress
T004751,C02979,I requested a password reset email but never received it.,2025-07-11 08:10:00,Regular,9975.46,0,Technical Support,In Progress
T007786,C02491,I need to change the default shipping address saved on my profile. Could you please point me in the right direction?,2026-06-15 08:32:00,Regular,35292.49,0,Account Support,Open
T007325,C02075,"I want to cancel this order, the shipping is taking way too long.",2025-09-07 09:32:00,Regular,48573.98,0,Logistics,Open
T006210,C02916,The links in your promotional email are leading to a dead page.,2025-05-18 12:14:00,Regular,68640.37,1,Technical Support,Resolved
T007396,C00449,"I am getting push notifications, but when I click them, the app shows an error. Please resolve this issue.",2025-09-28 19:54:00,Regular,64408.72,0,Technical Support,Open
T002656,C01615,"The video review won't play, it just buffers infinitely. This is extremely disappointing.",2026-05-13 11:52:00,Premium,160001.22,1,Technical Support,Resolved
T005722,C01927,My tracking number is invalid or not recognized by the carrier website.,2026-05-01 10:56:00,Premium,20013.14,1,Logistics,Open
T000720,C01072,Is there a size guide available for this clothing line?,2025-03-28 20:42:00,Business,459270.6,0,Sales,Resolved
T007429,C00326,The voice search feature in the app doesn't recognize anything I say.,2025-08-10 10:27:00,Regular,34996.44,0,Technical Support,Resolved
T003969,C01036,Can you tell me the exact dimensions of this furniture piece?,2026-06-14 16:37:00,Regular,17766.53,3,Sales,In Progress
T009656,C01089,"You charged a restocking fee, but the website said free returns!",2025-11-09 16:11:00,Regular,77765.29,3,Returns,Resolved
T002388,C02815,My account information is incorrect.,2026-03-25 08:00:00,Regular,27986.41,1,Account Support,Resolved
T008091,C01025,Can you tell me about your available products?,2026-03-05 17:02:00,Regular,70401.91,6,Sales,In Progress
T002151,C00592,"The delivery guy didn't even ring the bell, he just left it at the gate.",2025-08-10 15:53:00,Regular,76146.35,4,Logistics,In Progress
T005088,C02369,"The delivery attempted notification is wrong, I was home all day! Please keep me updated on the status.",2025-04-25 15:24:00,Regular,22663.58,4,Logistics,Open
T000591,C01308,"If I buy the camera, does it come with a memory card included?",2025-11-08 09:59:00,Regular,69100.36,1,Sales,In Progress
T004644,C01512,Can you notify me via email as soon as this gets restocked? Can you check this for me?,2025-03-10 08:45:00,Premium,139180.22,0,Sales,In Progress
T009156,C02011,Why was my payment declined?,2025-11-05 16:26:00,Regular,69022.33,0,Payments,Resolved
T000562,C02202,I was charged for shipping even though my order qualified for free delivery.,2025-08-12 11:07:00,Regular,46088.86,0,Payments,Open
T004664,C02836,"The shirt I ordered is way too small, how do I exchange it? Can you guide me on how to fix this?",2025-11-06 22:13:00,Regular,2391.8,1,Returns,Resolved
T008445,C01594,Can I change the shipping address for my order? I made a mistake.,2026-08-17 13:58:00,Regular,6068.59,4,Logistics,Resolved
T004625,C01860,I want to return 2 items out of the 5 I ordered in that package.,2026-03-12 22:33:00,Business,486174.54,2,Returns,Resolved
T003988,C01716,Can I pay using a purchase order (PO)? Any updates on this?,2025-09-03 16:23:00,Regular,47615.22,4,Sales,Open
T008356,C00782,my account information is incorrect. this is completely unacceptable.,2025-11-02 21:17:00,Regular,43612.06,0,Account Support,In Progress
T001062,C01483,When will the 'Out of Stock' item be available again?,2025-06-20 17:39:00,Regular,5859.97,7,Sales,Resolved
T007499,C01153,My subscription renewed automatically but I wanted to cancel it.,2026-04-26 18:38:00,Premium,55187.64,0,Payments,Resolved
T009528,C00799,Please help me with the return process.,2025-04-21 11:14:00,Regular,45738.16,1,Returns,Resolved
T007051,C02840,"The billing address on my receipt is wrong, can you update it?",2025-01-15 17:19:00,Regular,13270.37,2,Payments,Resolved
T008672,C02803,Is there a size guide available for this clothing line? Please escalate this to a manager.,2026-07-23 19:38:00,Regular,76854.15,2,Sales,Resolved
T005844,C02755,How do I transfer account ownership to someone else in my company?,2026-07-08 18:58:00,Regular,51364.04,2,Account Support,Resolved
T008662,C01731,I keep getting logged out randomly while browsing. This issue is holding up my work.,2026-06-20 20:49:00,Regular,75814.96,0,Technical Support,Resolved
T004802,C00684,Why haven't I received a dispatch email yet? It's been 3 days since I ordered.,2025-02-20 16:36:00,Premium,112742.67,0,Logistics,Open
T000813,C00041,"I want to cancel this order, the shipping is taking way too long.",2025-09-04 11:14:00,Regular,49846.64,0,Logistics,Resolved
T001962,C00663,Do you offer bulk purchasing?,2025-02-24 19:32:00,Premium,105496.78,0,Sales,Resolved
T006941,C01446,My package seems to be bouncing between two different sorting facilities.,2025-03-06 17:21:00,Business,365953.24,0,Logistics,In Progress
T003176,C00867,Does this product come in a gift box? Nobody has replied to my previous emails.,2025-01-15 15:04:00,Premium,163046.78,0,Sales,Resolved
T002584,C02261,"I tried to use my gift card, but it says the balance is zero. Let me know what information you need from me.",2025-12-27 08:52:00,Premium,89728.91,0,Payments,Resolved
T006414,C00094,The 3D secure authentication page is just a blank white screen. Please don't send me an automated reply.,2026-05-11 12:38:00,Premium,178292.42,0,Payments,Open
T007241,C02643,"i am setting up a new office, can i get a dedicated sales rep to help me?",2025-02-12 17:28:00,Regular,74670.5,3,Sales,Open
T000808,C00750,I keep getting logged out of my account every 5 minutes. Kindly prioritize this ticket.,2026-08-05 15:34:00,Regular,27970.56,3,Account Support,Open
T008124,C00504,Please help me with the return process.!,2025-12-08 17:22:00,Regular,61094.8,0,Returns,Resolved
T004881,C02315,Tracking says 'Out for Delivery' for the past two days.,2026-01-18 11:22:00,Regular,35109.87,2,Logistics,Resolved
T001604,C02826,I received the wrong product. I expect a resolution by today.,2026-05-29 20:05:00,Regular,56293.07,2,Returns,Resolved
T004491,C02235,How do I transfer account ownership to someone else in my company? I am trusting you to resolve this today.,2026-03-16 19:47:00,Regular,18312.28,0,Account Support,In Progress
T005375,C00143,What is the warranty period for this appliance?,2025-12-30 11:05:00,Regular,70831.51,4,Sales,Resolved
T007343,C02816,"My company changed its name, how do I update my business account details?!!",2025-09-14 13:24:00,Premium,17530.82,1,Account Support,Resolved
T003715,C00859,I would like to know the current price. I expect better customer service than this.,2025-02-15 22:46:00,Business,233285.71,1,Sales,Resolved
T005843,C00185,where can i drop off my return package? any updates on this?,2026-07-15 21:44:00,Regular,62612.47,5,Returns,Open
T008559,C01250,Tracking says 'Out for Delivery' for the past two days.!!,2026-05-14 15:05:00,Premium,78283.11,3,Logistics,Open
T001072,C00717,"The package is too big to fit in my locker, where will they leave it? Please help me.",2026-06-29 21:33:00,Premium,140127.73,2,Logistics,In Progress
T008641,C01500,How can I update my profile? Let me know if there's anything else you need from my side.,2025-05-20 22:04:00,Regular,4737.48,1,Account Support,Resolved
T008601,C00951,How can I change my email address?,2026-08-02 19:34:00,Regular,6342.54,3,Account Support,Resolved
T009639,C02999,"I ordered two items, but only one came in the box. I need an update as soon as possible.",2025-06-13 15:28:00,Premium,46183.49,0,Logistics,In Progress
T003082,C02409,"It says my email address is invalid, but I've been using it for years.",2025-05-08 22:43:00,Regular,24799.63,0,Technical Support,In Progress
T001718,C02389,can you ask the driver to call me before arriving?,2026-01-14 16:38:00,Regular,61206.34,2,Logistics,Resolved
T001478,C00055,I selected Cash on Delivery but was asked to pay online.,2025-04-20 20:44:00,Regular,40214.18,6,Payments,Open
T004530,C00079,I want to cancel my order and get my money back. Why is this taking so long?,2026-01-18 19:48:00,Regular,1238.85,1,Returns,Open
T005973,C02415,"My tracking shows it was delivered to a neighbor, but they don't have it.",2025-04-21 17:05:00,Regular,3489.69,2,Logistics,In Progress
T007084,C01102,"My bank says the transaction went through, but your system says it failed.",2026-01-22 22:08:00,Regular,28922.21,7,Payments,In Progress
T008188,C01634,I want to cancel my order and get my money back.!!,2026-06-03 11:45:00,Regular,21915.61,3,Returns,Resolved
T002641,C02645,"I ordered this by mistake, please cancel it before it ships.",2026-05-16 15:00:00,Regular,10365.05,1,Returns,Resolved
T005655,C01253,My loyalty points are not showing up in my account dashboard.,2025-08-23 14:21:00,Regular,10806.82,1,Account Support,In Progress
T003651,C01442,Can you ask the driver to call me before arriving?,2025-10-18 15:54:00,Regular,64275.59,4,Logistics,Resolved
T004196,C01565,The voice search feature in the app doesn't recognize anything I say. This is becoming frustrating.,2025-06-16 13:54:00,Regular,67215.75,0,Technical Support,In Progress
T003761,C00695,How can I request a refund?!,2025-11-10 11:50:00,Regular,78751.79,2,Returns,Resolved
T001147,C01527,The system is very slow today. Please keep me updated on the status.,2025-11-23 18:15:00,Regular,51651.11,1,Technical Support,Open
T005967,C00358,I'm seeing a strange pending charge on my bank statement from your company.,2026-03-02 13:08:00,Regular,76030.25,0,Payments,Open
T004007,C02953,My package was left out in the rain and the box is completely ruined.,2025-06-17 11:21:00,Regular,48509.62,1,Logistics,Open
T004262,C00480,Can you tell me about your available products?,2026-04-09 13:20:00,Regular,64141.27,2,Sales,Open
T007073,C02089,How do I change my billing address on file? This is extremely disappointing.,2026-05-30 15:47:00,Regular,73458.03,5,Account Support,Open
T003360,C02661,Can I get a discount on a large order?,2025-08-05 16:13:00,Regular,32872.54,2,Sales,In Progress
T002055,C02058,Can I add a VAT number to my payment invoice?,2026-03-13 09:19:00,Premium,150080.75,0,Payments,In Progress
T004817,C02412,I can't find the 'Settings' option on the mobile app. I expect a resolution by today.,2025-12-22 18:22:00,Regular,54409.88,0,Account Support,Open
T003587,C00130,I need advice on which skincare routine is best for dry skin. Please resolve this issue.,2025-08-27 20:41:00,Regular,74397.86,5,Sales,Open
T001145,C00720,My package is delayed and I need an update. I have attached screenshots for your reference.,2025-04-28 08:58:00,Regular,3354.24,3,Logistics,Resolved
T008403,C00769,"my company changed its name, how do i update my business account details?",2025-06-09 12:16:00,Premium,35213.6,1,Account Support,Resolved
T007197,C02392,Does this product come in a gift box? Thanks in advance for your help.,2025-10-26 11:14:00,Premium,51630.78,0,Sales,Resolved
T008350,C00779,How can I change my email address? Kindly prioritize this ticket.,2026-05-10 16:29:00,Regular,46606.82,1,Account Support,Resolved
T005556,C02215,Are there any offers available? I need someone to explain what happened.,2026-06-24 14:24:00,Regular,3614.32,7,Sales,Resolved
T009643,C00811,I am unable to reset my password.,2026-08-13 19:57:00,Regular,44080.42,3,Technical Support,Open
T007655,C01475,I want to exchange this for a different color.,2025-07-19 14:54:00,Business,195003.67,2,Returns,In Progress
T000672,C00008,I want to know more about this product. I look forward to hearing from you soon.,2026-08-05 17:23:00,Regular,68889.33,1,Sales,Resolved
T001128,C00194,"I paid for overnight shipping, but it's been 48 hours. I want my shipping fee refunded.",2025-10-20 18:29:00,Regular,27744.6,1,Logistics,Open
T009990,C02938,"The website timed out while processing my payment, what should I do?!!",2026-07-29 15:00:00,Regular,19163.89,1,Payments,In Progress
T009815,C01159,I received someone else's order by mistake.,2025-07-04 22:33:00,Regular,40106.84,2,Logistics,Resolved
T006524,C01602,How can I request a refund?,2026-07-11 21:10:00,Regular,36019.83,1,Returns,Resolved
T001520,C01805,Can I get a receipt emailed to my work address instead? This is causing a lot of inconvenience for me.,2026-07-23 08:34:00,Business,134477.43,1,Payments,Resolved
T005520,C01017,The images on the product pages are not loading for me.???,2025-12-31 08:33:00,Regular,44118.08,5,Technical Support,Resolved
T003067,C00358,Can I pay using a different currency?,2025-03-10 08:37:00,Regular,19983.34,0,Payments,In Progress
T005301,C00493,I keep getting an 'Invalid Credentials' error even though my password is correct.,2025-12-24 17:17:00,Regular,65095.75,2,Account Support,Open
T007066,C01900,"I received an email about a login from a new device, but it wasn't me.",2025-11-10 20:53:00,Regular,44503.03,1,Account Support,Resolved
T008085,C02641,How do I change the display name on my public profile? I'm losing my patience here.,2026-03-03 11:17:00,Business,183573.45,0,Account Support,Resolved
T004069,C00513,"I want to permanently delete my account, how do I do that?",2025-05-16 14:06:00,Regular,2473.68,4,Account Support,Open
T000304,C01702,my payment failed but the amount was deducted.,2025-05-31 13:41:00,Regular,23660.85,0,Payments,Resolved
T000858,C02847,"The website works fine on Chrome, but it is completely broken on Safari. I need to speak to a real human agent.",2026-02-15 14:51:00,Regular,74509.27,3,Technical Support,Resolved
T003726,C00498,"i want to buy gift cards for my team, is there a corporate rate?",2026-04-29 12:29:00,Business,108081.88,0,Sales,Open
T000425,C00121,"The billing address on my receipt is wrong, can you update it? This is causing a lot of inconvenience for me.",2026-08-11 16:12:00,Regular,16461.72,1,Payments,In Progress
T008443,C00465,I keep getting an 'Invalid Credentials' error even though my password is correct.,2026-08-23 11:16:00,Premium,97634.93,0,Account Support,Open
T006666,C01088,"I want to return this, it feels very cheap and low quality.",2026-07-13 21:08:00,Regular,25963.25,6,Returns,Resolved
T007376,C01336,I haven't gotten any updates since the shipping label was created last week.,2026-02-27 10:09:00,Regular,48659.96,2,Logistics,Resolved
T005555,C00289,I am not satisfied with the product and want to return it.,2026-06-28 09:22:00,Regular,70773.96,1,Returns,Resolved
T006594,C00445,I noticed unauthorized charges and I think my account was hacked.!,2025-11-29 22:11:00,Regular,47562.91,1,Account Support,Resolved
T001498,C02019,I received a defective item. What are the next steps?,2026-06-03 09:21:00,Regular,29620.17,1,Returns,Open
T001770,C02497,How do I clear the cache? Support told me to do it but I don't know how.,2026-03-17 14:12:00,Premium,64510.2,7,Technical Support,Resolved
T008396,C02083,Can I get a discount on a large order?,2025-03-14 17:35:00,Premium,135142.7,2,Sales,Open
T006236,C02403,"You charged a restocking fee, but the website said free returns!",2025-01-19 21:13:00,Premium,166963.47,2,Returns,In Progress
T003634,C00221,How many days do I have to return this item?,2026-02-07 19:17:00,Regular,73167.37,7,Returns,In Progress
T006645,C01146,"You charged a restocking fee, but the website said free returns!",2025-03-16 12:42:00,Business,351072.21,1,Returns,Open
T001951,C00684,Why is the search bar not returning any results today?,2026-06-11 12:33:00,Premium,36927.73,0,Technical Support,Resolved
T001884,C01743,The biometric login (Face ID) stopped working on my phone.!!,2025-01-07 10:50:00,Regular,41719.64,0,Technical Support,Open
T003578,C01793,Do you have this exact model available at your physical store in downtown?,2025-01-14 19:23:00,Business,87379.87,5,Sales,Resolved
T002729,C02252,Does this smart home device work with Google Assistant? Please get back to me immediately.,2026-04-03 11:53:00,Premium,43674.55,3,Sales,Open
T004016,C01434,Can I add a VAT number to my payment invoice?,2026-01-11 18:24:00,Regular,69685.68,4,Payments,Open
T004964,C01882,I want to opt out of data sharing with your third-party partners.,2025-01-09 10:21:00,Regular,63349.7,1,Account Support,Open
T004685,C00994,You sent me someone else's order! I want a refund and a return label.,2026-01-03 09:06:00,Regular,56200.46,0,Returns,Resolved
T004804,C02316,Is the carrying case included or do I have to buy it separately? I have been waiting for a response.,2025-02-15 20:25:00,Regular,34078.43,0,Sales,Open
T008715,C02470,Can I pay using a purchase order (PO)?,2025-05-24 08:21:00,Premium,121032.42,0,Sales,In Progress
T009022,C02031,Can you help me? The captcha verification is failing every single time.,2026-04-03 17:06:00,Regular,64381.33,2,Technical Support,Open
T009128,C01453,Is there a way to expedite my shipping? I am willing to pay extra. I have been waiting for a response.,2025-08-24 12:07:00,Regular,16284.4,1,Logistics,In Progress
T009671,C00487,I want to know more about this product.,2026-04-27 19:46:00,Premium,151819.14,4,Sales,Open
T005018,C02559,"The shipping box was fine, but the product box inside is completely crushed. I hope this can be sorted out quickly.",2025-05-15 22:55:00,Regular,1118.63,0,Logistics,Resolved
T006667,C02945,Is it safe to save my card details on your platform?,2026-04-16 11:15:00,Regular,43292.78,0,Payments,Open
T003997,C00495,I want to return the product I received.,2025-12-04 12:08:00,Premium,41943.89,0,Returns,Resolved
T007167,C00308,"I received an email about a login from a new device, but it wasn't me. Nobody has replied to my previous emails.???",2026-03-03 12:12:00,Regular,12264.78,1,Account Support,Open
T006218,C01373,My credit card keeps getting rejected for no reason. I need this resolved urgently.,2025-06-18 21:27:00,Regular,33745.2,4,Payments,Resolved
T000570,C01881,You deducted money from my wallet but the checkout still asks for payment.,2026-04-18 16:41:00,Regular,9781.43,0,Payments,Resolved
T005537,C00073,"the delivery guy didn't even ring the bell, he just left it at the gate. i expect a resolution by today.!!",2026-01-24 18:34:00,Regular,76825.14,0,Logistics,Resolved
T004638,C00882,Your return portal keeps giving me an error when I try to submit. Please investigate this matter deeply. please!,2026-06-06 17:05:00,Regular,48376.87,0,Returns,In Progress
T000511,C00887,I need to hold my shipment because I am going out of town tomorrow. Thanks in advance for your help.!,2025-02-23 10:32:00,Regular,64771.52,0,Logistics,In Progress
T004622,C01671,my account says it's locked due to too many failed login attempts.,2025-01-04 09:10:00,Regular,11082.0,0,Technical Support,Open
T005447,C01433,Can I pay using a different currency? I have already contacted support about this.,2026-02-08 13:55:00,Regular,33479.45,0,Payments,Resolved
T009565,C00174,"If I buy the bundled package, how much am I actually saving? I have attached screenshots for your reference.",2025-10-01 19:43:00,Business,71814.41,0,Sales,Resolved
T005014,C01252,Why is the search bar not returning any results today?,2026-05-02 17:27:00,Regular,8621.48,1,Technical Support,Resolved
T004870,C00852,I want to cancel my order and get my money back. Any updates on this?,2025-10-10 16:59:00,Regular,35222.84,2,Returns,Resolved
T003860,C02863,i need more information before placing my order.,2025-11-19 20:17:00,Premium,92268.57,1,Sales,In Progress
T004378,C00086,"You charged my card yesterday, but the order is still showing as 'Pending Payment'. This is becoming frustrating.",2025-08-16 09:24:00,Premium,40458.91,1,Payments,Resolved
T004742,C01273,"My tracking shows it was delivered to a neighbor, but they don't have it. I am really unhappy with this service.",2025-07-20 20:22:00,Business,425121.94,0,Logistics,Resolved
T003127,C01719,"The billing address on my receipt is wrong, can you update it? Please don't send me an automated reply.",2025-02-03 17:20:00,Regular,41738.77,4,Payments,In Progress
T004923,C00781,The estimated delivery date keeps changing every single day.,2026-01-30 12:01:00,Regular,61217.91,2,Logistics,Resolved
T005338,C00221,Can I get a receipt emailed to my work address instead?,2026-05-21 11:14:00,Regular,75498.52,7,Payments,Open
T003259,C02008,Can I return an item I bought on clearance sale?,2025-11-27 21:32:00,Premium,52014.36,1,Returns,Open
T008598,C02611,I received a defective item.,2026-06-12 13:47:00,Regular,49843.89,1,Returns,Resolved
T007869,C02793,"The dimensions listed online are wrong, it doesn't fit my space. Returning it.",2025-07-25 12:48:00,Premium,125148.19,3,Returns,In Progress
T009002,C02917,"I need this order by Friday, will it reach on time? Please help me.",2026-01-28 10:40:00,Regular,14954.85,2,Logistics,Open
T002921,C00945,Can someone help me choose the right product?,2025-11-14 13:28:00,Regular,52579.73,0,Sales,In Progress
T003335,C00001,Can I customize the color of this product?,2026-04-27 16:41:00,Regular,68905.56,0,Sales,Open
T000636,C02498,I keep getting an 'Error 404' when clicking on my profile. Kindly prioritize this ticket.,2026-03-08 22:30:00,Regular,37972.33,2,Technical Support,Open
T006887,C02304,How long does it take for a failed transaction to bounce back to my account? I need to speak to a real human agent.,2026-01-08 09:52:00,Regular,13502.88,5,Payments,In Progress
T000331,C01888,How many days do I have to return this item?,2025-05-24 09:36:00,Regular,39572.46,5,Returns,In Progress
T001887,C00781,Why haven't I received a dispatch email yet? It's been 3 days since I ordered.,2025-01-09 18:29:00,Regular,61476.53,2,Logistics,Open
T000885,C00160,Can you tell me where my order is?,2025-09-22 21:24:00,Regular,79943.18,5,Logistics,Open
T001891,C02777,My package seems to be bouncing between two different sorting facilities.,2026-04-03 15:06:00,Regular,60833.91,5,Logistics,Resolved
T000993,C02210,I need help with a payment issue.,2025-11-23 14:01:00,Premium,77617.19,0,Payments,Resolved
T001292,C02850,the return courier was supposed to pick up the package yesterday but didn't come. i have already contacted support about this.,2026-07-18 13:03:00,Premium,178728.33,0,Returns,Open
T003499,C02176,Can you ask the driver to call me before arriving? Can someone look into this?,2026-07-05 15:07:00,Regular,34452.9,3,Logistics,Resolved
T003201,C00124,The tracking information has not been updated. Please confirm once this is done.,2026-04-12 13:17:00,Regular,58473.61,1,Logistics,Open
T005446,C00765,Can someone help me choose the right product?,2025-02-03 09:35:00,Regular,29885.82,7,Sales,Open
T007225,C01841,The system is very slow today. I would appreciate a quick reply.,2025-10-08 21:17:00,Regular,19592.16,0,Technical Support,Open
T005433,C01551,How do I clear my search and browsing history on my account? please!,2025-01-29 12:53:00,Regular,58230.38,5,Account Support,In Progress
T006724,C02726,"Every time I click 'Checkout', the page just refreshes.",2026-05-02 08:13:00,Premium,68948.06,2,Technical Support,In Progress
T004605,C02386,I am trying to add a secondary email address to my account. This issue is holding up my work.,2025-08-06 14:35:00,Regular,3866.32,4,Account Support,Resolved
T003333,C00227,The images on the product pages are not loading for me. Please fix this ASAP.,2026-01-13 17:30:00,Regular,25787.71,0,Technical Support,Resolved
T005394,C00769,"The billing address on my receipt is wrong, can you update it?",2025-09-30 16:04:00,Premium,20586.99,1,Payments,Resolved
T001382,C00666,what's the difference between the 'pro' and the 'standard' version?,2025-08-03 21:25:00,Premium,40262.07,0,Sales,Resolved
T007219,C00625,Will this phone case fit the newest model that just came out?,2025-05-26 09:02:00,Premium,77051.82,2,Sales,In Progress
T000245,C01128,I am trying to add a secondary email address to my account.,2026-05-16 18:42:00,Regular,72769.8,2,Account Support,Open
T008149,C02358,"i saw a promo code on instagram but it's not working, can you help????",2025-08-03 16:58:00,Regular,22988.43,0,Sales,In Progress
T008907,C02822,I am stuck in an endless login loop; it keeps asking for my credentials. Please get back to me immediately.,2025-06-09 18:24:00,Regular,44319.44,0,Technical Support,Resolved
T008372,C00470,I'm not receiving the password reset emails.,2025-12-19 22:09:00,Premium,40711.62,0,Account Support,Resolved
T002733,C01863,I want to upgrade my membership to the premium tier.,2026-03-24 16:31:00,Regular,4291.87,0,Account Support,Resolved
T002313,C00190,Why is the search bar not returning any results today? It's been days and still no progress.,2026-05-27 15:05:00,Regular,67431.98,3,Technical Support,In Progress
T000911,C00421,How do I clear my search and browsing history on my account? I need this resolved urgently.,2026-01-15 09:02:00,Regular,21260.07,2,Account Support,Resolved
T004762,C00734,The links in your promotional email are leading to a dead page.,2026-02-24 18:34:00,Premium,108520.52,2,Technical Support,In Progress
T006969,C00396,My account was suspended and I don't know why. Can you provide a timeframe for the fix????,2026-04-21 08:02:00,Premium,108597.28,1,Account Support,In Progress
T002182,C02245,The website keeps showing an error.,2026-04-13 15:38:00,Regular,30592.23,3,Technical Support,Open
T004763,C01565,"I can't type anything into the contact form, the keyboard won't pop up.",2025-01-10 13:43:00,Regular,56529.46,0,Technical Support,Resolved
T009292,C00971,The images on the product pages are not loading for me. I need this resolved urgently.,2025-08-23 11:29:00,Regular,48376.7,3,Technical Support,In Progress
T006812,C01764,"I received this as a gift, can I return it for store credit?",2025-01-13 11:11:00,Regular,5787.92,0,Returns,Open
T006089,C02309,I keep getting an 'Error 500' when trying to check out. Please investigate this matter deeply.,2025-07-07 16:10:00,Regular,38377.56,1,Payments,Resolved
T002310,C01861,Can I change the shipping address for my order? I made a mistake. Please confirm once this is done.,2026-08-05 13:54:00,Regular,68945.99,5,Logistics,Resolved
T009306,C02218,The product does not match the description. I'm really confused and need some clarity.,2026-04-09 18:04:00,Regular,39216.12,0,Returns,Resolved
T009992,C01629,The product does not match the description. Can I get a callback regarding this?,2025-05-25 16:03:00,Regular,34227.0,2,Returns,Open
T003873,C01719,"I paid via bank transfer, where do I upload the payment slip? I'm really confused and need some clarity.",2025-08-03 22:10:00,Regular,36353.22,4,Payments,Resolved
T005251,C00147,I received a defective item. I am really unhappy with this service.,2025-08-14 20:45:00,Regular,25048.86,0,Returns,Resolved
T006033,C00439,The dark mode toggle isn't working on the desktop version. This is my second time reaching out.,2025-01-31 20:44:00,Regular,32309.24,5,Technical Support,In Progress
T006487,C02993,I returned my item a week ago but haven't gotten my money back. Please don't send me an automated reply.,2026-05-23 12:11:00,Regular,20890.4,4,Returns,In Progress
T002408,C00371,I forgot my account password.,2025-03-14 16:16:00,Regular,33418.32,4,Account Support,In Progress
T004172,C00456,I was charged an incorrect amount. Could you please point me in the right direction?,2026-01-17 11:03:00,Regular,18275.71,4,Payments,Resolved
T004741,C01133,Can I pay using a purchase order (PO)?,2025-06-28 16:42:00,Regular,61377.09,0,Sales,Open
T001756,C00811,Are there any hidden fees? My total looks higher than expected. This is my second time reaching out.,2026-06-23 16:29:00,Regular,47581.99,3,Payments,In Progress
T002898,C00825,What is the warranty period for this appliance? It's been days and still no progress.,2025-09-20 08:28:00,Regular,44917.11,0,Sales,Resolved
T007597,C00596,My account was suspended and I don't know why.,2025-05-15 08:42:00,Premium,97693.59,1,Account Support,Resolved
T006672,C02153,I need more information before placing my order. I look forward to hearing from you soon.,2026-08-11 22:32:00,Regular,67362.06,0,Sales,Open
T000469,C01839,Your website is flagged as 'Not Secure' by my antivirus software. I need someone to explain what happened.,2025-05-18 19:11:00,Regular,58172.89,1,Technical Support,Resolved
T008949,C02096,My delivery is taking much longer than expected. I look forward to hearing from you soon.,2026-08-23 16:16:00,Regular,38983.55,7,Logistics,Resolved
T002597,C00488,do you guys price-match if i found this cheaper on another website? why is this taking so long?,2025-08-24 12:42:00,Regular,12803.68,1,Sales,Open
T002919,C00028,"The dimensions listed online are wrong, it doesn't fit my space. Returning it. I need to speak to a real human agent.",2026-03-06 15:59:00,Regular,63810.42,2,Returns,Open
T007012,C00478,I need help tracking my order.,2025-02-03 10:34:00,Regular,47567.89,3,Logistics,Open
T002916,C02572,"I missed the delivery attempt yesterday, how can I reschedule it? Please keep me updated on the status.",2025-06-27 14:13:00,Regular,56995.36,0,Logistics,Resolved
T003421,C00405,I keep getting an error when trying to place an order. I have been waiting for a response.,2025-09-27 09:10:00,Regular,24128.25,1,Technical Support,Resolved
T003954,C02546,How many days do I have to return this item?,2026-06-30 15:31:00,Regular,23818.76,3,Returns,In Progress
T000244,C02442,Why is my Apple Pay failing at checkout?,2025-04-02 20:29:00,Regular,69326.77,1,Payments,Resolved
T002877,C01109,I need to update my account information. please!,2025-12-11 18:23:00,Premium,33370.34,2,Account Support,Open
T005995,C02042,is this item eligible for your 30-day money-back guarantee? i expect a resolution by today.,2025-12-03 22:14:00,Regular,64980.08,1,Sales,Open
T009991,C02686,I am stuck in an endless login loop; it keeps asking for my credentials. Kindly prioritize this ticket.!!,2026-01-11 14:09:00,Premium,38508.83,0,Technical Support,Resolved
