ticket_id,customer_id,message,created_at,customer_type,order_value,previous_complaints,department,status,sentiment,priority
T21590,C3090,Payment failed but money deducted twice!,2026-05-01 13:49:04,Regular,44323.0,2,Quality Assurance,Open,Negative,Medium
T21591,C1165,Payment failed but money deducted twice!,2026-02-27 21:13:53,Regular,82604.0,0,Quality Assurance,Open,Negative,Medium
T21592,C4790,"Great product, I love it.",2026-06-25 02:58:52,Premium,104310.0,2,Logistics,Open,Positive,Medium
T21593,C4616,"Good quality, thank you!",2026-08-12 12:47:21,Regular,107614.0,5,IT Support,Resolved,Positive,Medium
T21594,C2621,When will this product be restocked?,2026-07-05 21:43:43,Premium,111690.0,0,IT Support,Open,Neutral,Medium
T21595,C3108,I have a question about my recent order.,2026-05-30 08:53:36,VIP,91236.0,0,Sales,In Progress,Neutral,Medium
T21596,C2772,I have a question about my recent order.,2026-04-18 14:47:20,Premium,32486.0,5,Sales,Resolved,Neutral,Medium
T21597,C4629,"Great product, I love it.",2026-06-15 06:44:04,Premium,39102.0,3,IT Support,In Progress,Positive,Medium
T21598,C3219,Thanks for the quick support!,2026-04-08 03:34:05,Regular,112292.0,4,Sales,Open,Positive,Medium
T21599,C2006,"Great product, I love it.",2026-04-09 18:47:45,VIP,68848.0,2,Quality Assurance,Open,Positive,Medium
T21600,C3239,Can you help me update my account?,2026-08-02 09:11:32,Premium,45811.0,3,Sales,Open,Neutral,Medium
T21601,C4432,"Awesome service, really appreciate it.",2026-05-22 17:14:29,Premium,137168.0,1,IT Support,Resolved,Positive,Medium
T21602,C2042,When will this product be restocked?,2026-03-11 15:38:45,Premium,6341.0,4,Logistics,Resolved,Neutral,Medium
T21603,C3479,The item arrived damaged.,2026-08-20 14:30:48,Regular,34928.0,1,Finance,Open,Negative,Medium
T21604,C1093,Thanks for the quick support!,2026-04-02 04:16:34,Premium,100594.0,1,Finance,Open,Positive,Medium
T21605,C1175,Thanks for the quick support!,2026-07-17 09:11:33,Premium,53526.0,3,Sales,Resolved,Positive,Medium
T21606,C3364,Very satisfied with my purchase.,2026-07-20 15:26:49,VIP,93760.0,2,Logistics,In Progress,Positive,Medium
T21607,C4310,"Good quality, thank you!",2026-02-28 15:53:32,Premium,25266.0,4,Quality Assurance,In Progress,Positive,Medium
T21608,C2448,"Awesome service, really appreciate it.",2026-03-22 17:31:20,VIP,115274.0,1,Quality Assurance,Resolved,Positive,Medium
T21609,C3609,Thanks for the quick support!,2026-04-13 10:19:49,VIP,122776.0,2,Logistics,Open,Positive,Medium
T21610,C1218,Payment failed but money deducted twice!,2026-07-07 09:11:25,Premium,60932.0,0,Sales,In Progress,Negative,Medium
T21611,C4620,I want to know the delivery status.,2026-03-23 18:57:55,Regular,87000.0,4,IT Support,Resolved,Neutral,Medium
T21612,C2651,I want to know the delivery status.,2026-08-01 07:37:40,Regular,145314.0,2,IT Support,In Progress,Neutral,Medium
T21613,C2693,When will this product be restocked?,2026-03-29 21:51:57,VIP,58043.0,2,IT Support,Resolved,Neutral,Medium
T21614,C1420,When will this product be restocked?,2026-03-12 18:05:00,Regular,98988.0,3,Quality Assurance,Resolved,Neutral,Medium
T21615,C3460,Can you help me update my account?,2026-03-18 20:47:25,Regular,11652.0,3,Quality Assurance,Resolved,Neutral,Medium
T21616,C1095,"Good quality, thank you!",2026-05-28 14:05:22,Regular,129694.0,4,Customer Success,Open,Positive,Medium
T21617,C4639,Very satisfied with my purchase.,2026-03-07 00:05:17,VIP,134643.0,1,Customer Success,Resolved,Positive,Medium
T21618,C3613,Payment failed but money deducted twice!,2026-03-09 03:13:50,Premium,37786.0,2,Logistics,In Progress,Negative,Medium
T21619,C2635,"Awesome service, really appreciate it.",2026-04-09 07:55:14,Premium,35206.0,3,Customer Success,Open,Positive,Medium
T21620,C5000,Very satisfied with my purchase.,2026-04-19 04:19:59,Premium,57961.0,3,IT Support,Resolved,Positive,Medium
T21621,C3333,"Great product, I love it.",2026-06-02 09:42:49,VIP,11733.0,4,Sales,Open,Positive,Medium
T21622,C2331,I want to know the delivery status.,2026-05-22 15:11:06,Regular,70306.0,3,Customer Success,In Progress,Neutral,Medium
T21623,C2843,I have a question about my recent order.,2026-07-05 08:12:05,Regular,72433.0,3,Quality Assurance,Resolved,Neutral,Medium
T21624,C1502,Payment failed but money deducted twice!,2026-08-12 00:43:44,Premium,64395.0,0,Quality Assurance,In Progress,Negative,Medium
T21625,C1903,Can you help me update my account?,2026-08-18 14:44:23,Regular,99309.0,3,Logistics,Open,Neutral,Medium
T21626,C4821,"Good quality, thank you!",2026-06-17 01:34:22,Regular,141781.0,3,Logistics,Resolved,Positive,Medium
T21627,C1017,How do I return this item?,2026-06-16 18:15:40,VIP,96967.0,2,Customer Success,Resolved,Neutral,Medium
T21628,C3176,The item arrived damaged.,2026-03-21 21:17:54,Regular,26047.0,2,Customer Success,Resolved,Negative,Medium
T21629,C1309,When will this product be restocked?,2026-08-17 04:34:00,Premium,43109.0,4,Logistics,Open,Neutral,Medium
T21630,C1683,I want to know the delivery status.,2026-08-19 00:40:02,Premium,135467.0,1,IT Support,In Progress,Neutral,Medium
T21631,C4031,"Good quality, thank you!",2026-03-18 22:15:30,Premium,141809.0,1,Quality Assurance,In Progress,Positive,Medium
T21632,C1796,I am very disappointed and frustrated.,2026-04-20 09:38:34,Regular,59626.0,0,Quality Assurance,In Progress,Negative,Medium
T21633,C2871,Payment failed but money deducted twice!,2026-05-20 18:25:30,Regular,42049.0,2,Quality Assurance,Resolved,Negative,Medium
T21634,C1462,How do I return this item?,2026-06-30 00:55:26,Regular,73077.0,5,Sales,Resolved,Neutral,Medium
T21635,C4537,"Awesome service, really appreciate it.",2026-08-17 10:23:17,VIP,133649.0,2,Finance,In Progress,Positive,Medium
T21636,C4319,Thanks for the quick support!,2026-08-08 03:11:04,VIP,57374.0,1,Sales,Resolved,Positive,Medium
T21637,C4633,"Cancel my order immediately, terrible service.",2026-08-14 12:49:11,Regular,28698.0,2,Sales,In Progress,Negative,Medium
T21638,C1170,I want to know the delivery status.,2026-04-16 12:16:02,Premium,109417.0,1,IT Support,In Progress,Neutral,Medium
T21639,C3298,How do I return this item?,2026-07-27 04:16:05,Premium,9101.0,5,Customer Success,Open,Neutral,Medium
T21640,C2831,How do I return this item?,2026-03-10 17:50:12,Regular,76106.0,5,Sales,In Progress,Neutral,Medium
T21641,C1543,Thanks for the quick support!,2026-06-20 23:07:38,Premium,79150.0,4,Quality Assurance,Resolved,Positive,Medium
T21642,C4270,"Cancel my order immediately, terrible service.",2026-06-05 01:07:53,Regular,43729.0,1,Customer Success,In Progress,Negative,Medium
T21643,C2333,Can you help me update my account?,2026-08-09 07:06:02,VIP,89635.0,1,Customer Success,Open,Neutral,Medium
T21644,C3834,"Good quality, thank you!",2026-05-31 11:19:34,Premium,24825.0,3,Logistics,Resolved,Positive,Medium
T21645,C3357,I have a question about my recent order.,2026-07-01 09:01:07,Regular,29174.0,4,IT Support,Open,Neutral,Medium
T21646,C1331,Thanks for the quick support!,2026-07-20 16:58:00,VIP,59530.0,1,Quality Assurance,Resolved,Positive,Medium
T21647,C2496,"Cancel my order immediately, terrible service.",2026-03-08 17:53:19,Regular,42812.0,2,Quality Assurance,Open,Negative,Medium
T21648,C2108,Payment failed but money deducted twice!,2026-06-09 19:34:29,VIP,38827.0,0,Customer Success,Open,Negative,Medium
T21649,C4404,Thanks for the quick support!,2026-02-28 22:09:35,Premium,66543.0,5,Customer Success,In Progress,Positive,Medium
T21650,C3831,When will this product be restocked?,2026-08-26 04:08:07,Regular,17847.0,5,Sales,Open,Neutral,Medium
T21651,C3164,Can you help me update my account?,2026-06-05 08:02:12,VIP,116631.0,0,Logistics,In Progress,Neutral,Medium
T21652,C4392,I want to know the delivery status.,2026-03-28 05:54:49,VIP,103589.0,0,Finance,Open,Neutral,Medium
T21653,C1904,"This is unacceptable, my order is late.",2026-05-06 19:20:38,Regular,57549.0,1,Sales,In Progress,Negative,Medium
T21654,C3179,"Cancel my order immediately, terrible service.",2026-04-14 02:23:47,Regular,130802.0,0,Quality Assurance,Resolved,Negative,Medium
T21655,C1949,"Good quality, thank you!",2026-07-14 23:14:19,Regular,110886.0,4,Sales,Resolved,Positive,Medium
T21656,C3667,The item arrived damaged.,2026-05-30 03:49:07,Premium,64331.0,0,Customer Success,In Progress,Negative,Medium
T21657,C1944,Thanks for the quick support!,2026-06-06 11:53:49,Premium,53122.0,5,IT Support,Open,Positive,Medium
T21658,C4774,"Good quality, thank you!",2026-04-07 22:56:29,Premium,139212.0,1,Customer Success,Resolved,Positive,Medium
T21659,C4825,When will this product be restocked?,2026-07-11 05:20:02,Premium,138372.0,2,Logistics,Resolved,Neutral,Medium
T21660,C2535,"Awesome service, really appreciate it.",2026-03-03 22:47:26,VIP,25526.0,5,Logistics,In Progress,Positive,Medium
T21661,C3203,I have a question about my recent order.,2026-03-13 04:47:01,VIP,144183.0,0,Logistics,Resolved,Neutral,Medium
T21662,C4816,Thanks for the quick support!,2026-06-17 14:07:10,VIP,63167.0,2,Quality Assurance,Open,Positive,Medium
T21663,C3104,Payment failed but money deducted twice!,2026-05-22 13:39:17,Regular,80005.0,0,Logistics,Resolved,Negative,Medium
T21664,C2529,"Great product, I love it.",2026-06-04 18:48:41,Premium,114841.0,2,Sales,Resolved,Positive,Medium
T21665,C2069,I want to know the delivery status.,2026-04-12 03:47:29,VIP,72554.0,0,Customer Success,Open,Neutral,Medium
T21666,C1154,"Great product, I love it.",2026-07-20 09:01:09,Premium,53293.0,3,Finance,Resolved,Positive,Medium
T21667,C3269,I have a question about my recent order.,2026-05-19 09:51:10,Premium,117628.0,5,IT Support,Open,Neutral,High
T21668,C4897,"This is unacceptable, my order is late.",2026-07-26 22:07:07,Premium,123056.0,0,IT Support,In Progress,Negative,High
T21669,C1497,How do I return this item?,2026-08-28 04:45:05,VIP,64760.0,3,IT Support,Resolved,Neutral,High
T21670,C1970,I want to know the delivery status.,2026-03-26 16:17:56,Premium,99865.0,5,Finance,Open,Neutral,High
T21671,C2908,Can you help me update my account?,2026-06-19 03:22:20,VIP,13967.0,3,Finance,Resolved,Neutral,High
T21672,C3394,"Cancel my order immediately, terrible service.",2026-05-27 00:47:20,Regular,123636.0,2,Finance,In Progress,Negative,High
T21673,C2914,The item arrived damaged.,2026-07-16 05:42:09,VIP,78434.0,2,IT Support,In Progress,Negative,High
T21674,C3140,"Cancel my order immediately, terrible service.",2026-07-05 09:08:45,VIP,69960.0,1,Quality Assurance,Resolved,Negative,High
T21675,C1393,Payment failed but money deducted twice!,2026-08-22 09:20:34,Regular,36953.0,4,Customer Success,Resolved,Negative,High
T21676,C4507,I want to know the delivery status.,2026-06-23 20:47:09,VIP,99353.0,4,Finance,Open,Neutral,High
T21677,C2808,Thanks for the quick support!,2026-04-13 23:20:37,VIP,61715.0,4,Quality Assurance,Open,Positive,High
T21678,C3746,"This is unacceptable, my order is late.",2026-08-05 14:42:38,VIP,100887.0,0,Finance,Open,Negative,High
T21679,C3780,How do I return this item?,2026-05-30 15:59:03,Regular,115954.0,4,IT Support,In Progress,Neutral,High
T21680,C4689,When will this product be restocked?,2026-05-23 17:42:40,VIP,64189.0,3,Sales,Resolved,Neutral,High
T21681,C2461,Thanks for the quick support!,2026-06-11 05:16:20,VIP,146846.0,5,Quality Assurance,Resolved,Positive,High
T21682,C1493,I want to know the delivery status.,2026-05-03 03:01:58,VIP,33881.0,4,Finance,Resolved,Neutral,High
T21683,C2239,Thanks for the quick support!,2026-08-09 18:19:45,Premium,147952.0,4,Finance,Open,Positive,High
T21684,C2716,"Great product, I love it.",2026-05-08 04:14:28,VIP,144968.0,3,Finance,Resolved,Positive,High
T21685,C1280,"Cancel my order immediately, terrible service.",2026-07-24 17:35:31,Regular,44732.0,3,Quality Assurance,Resolved,Negative,High
T21686,C4256,The item arrived damaged.,2026-03-03 21:41:45,VIP,88029.0,1,Finance,Open,Negative,High
T21687,C2725,Payment failed but money deducted twice!,2026-05-31 13:33:37,VIP,73922.0,2,Customer Success,Open,Negative,High
T21688,C1162,Can you help me update my account?,2026-07-08 10:39:24,Premium,111554.0,4,Finance,Resolved,Neutral,High
T21689,C2964,"This is unacceptable, my order is late.",2026-07-12 15:56:01,Premium,93849.0,1,Customer Success,Open,Negative,High
T21690,C2714,"Cancel my order immediately, terrible service.",2026-03-11 05:26:14,Regular,6977.0,5,Quality Assurance,Open,Negative,High
T21691,C2611,How do I return this item?,2026-07-14 02:53:43,VIP,139160.0,1,Logistics,Resolved,Neutral,High
T21692,C1795,The item arrived damaged.,2026-05-07 10:43:33,Regular,54408.0,3,Logistics,In Progress,Negative,High
T21693,C4953,"Good quality, thank you!",2026-04-22 05:14:58,VIP,115038.0,5,Finance,In Progress,Positive,High
T21694,C3185,Payment failed but money deducted twice!,2026-05-23 16:39:00,Regular,133580.0,1,IT Support,Open,Negative,High
T21695,C3694,"Cancel my order immediately, terrible service.",2026-04-16 20:01:30,Regular,90807.0,5,IT Support,In Progress,Negative,High
T21696,C1587,I want to know the delivery status.,2026-06-06 14:30:04,VIP,21684.0,4,Finance,In Progress,Neutral,High
T21697,C4582,I want to know the delivery status.,2026-04-25 09:23:08,VIP,74952.0,3,Quality Assurance,Open,Neutral,High
T21698,C2940,"This is unacceptable, my order is late.",2026-04-20 02:02:24,Premium,126299.0,2,IT Support,In Progress,Negative,High
T21699,C1009,"This is unacceptable, my order is late.",2026-04-14 11:02:00,VIP,51187.0,1,IT Support,Open,Negative,High
T21700,C3469,Can you help me update my account?,2026-04-25 16:32:27,Regular,140963.0,3,Logistics,Resolved,Neutral,High
T21701,C4497,"Great product, I love it.",2026-05-23 23:19:06,Premium,119759.0,4,Sales,In Progress,Positive,High
T21702,C3513,The item arrived damaged.,2026-06-16 05:55:50,Regular,102734.0,2,Customer Success,Resolved,Negative,High
T21703,C2456,Thanks for the quick support!,2026-08-04 19:37:47,VIP,81489.0,3,Logistics,Open,Positive,High
T21704,C1022,"This is unacceptable, my order is late.",2026-05-27 09:26:11,Premium,43582.0,5,Logistics,Resolved,Negative,High
T21705,C1469,The item arrived damaged.,2026-08-17 05:46:57,VIP,90396.0,0,Quality Assurance,Open,Negative,High
T21706,C4478,Payment failed but money deducted twice!,2026-03-24 03:29:10,VIP,31693.0,1,IT Support,Open,Negative,High
T21707,C4062,When will this product be restocked?,2026-05-30 00:33:08,VIP,53297.0,4,Logistics,In Progress,Neutral,High
T21708,C3526,The item arrived damaged.,2026-06-22 13:26:31,VIP,147784.0,0,IT Support,In Progress,Negative,High
T21709,C2378,Can you help me update my account?,2026-06-27 16:35:20,Premium,73448.0,3,Logistics,Resolved,Neutral,High
T21710,C1516,When will this product be restocked?,2026-06-13 13:10:38,Regular,108988.0,4,Logistics,Open,Neutral,High
T21711,C2813,When will this product be restocked?,2026-06-06 06:06:18,Premium,117296.0,5,Finance,Resolved,Neutral,High
T21712,C3044,Payment failed but money deducted twice!,2026-03-07 04:53:49,Regular,128955.0,2,Sales,In Progress,Negative,High
T21713,C4167,Can you help me update my account?,2026-05-21 14:59:17,VIP,96344.0,3,IT Support,In Progress,Neutral,High
T21714,C1893,When will this product be restocked?,2026-04-06 01:04:01,VIP,38132.0,5,IT Support,Open,Neutral,High
T21715,C2907,How do I return this item?,2026-07-10 18:43:01,Premium,127687.0,3,Sales,Resolved,Neutral,High
T21716,C1667,I want to know the delivery status.,2026-07-13 05:18:58,VIP,18720.0,3,Quality Assurance,Open,Neutral,High
T21717,C3044,"Great product, I love it.",2026-03-20 18:24:00,Premium,103974.0,3,Customer Success,Open,Positive,High
T21718,C3259,Payment failed but money deducted twice!,2026-06-02 06:29:23,VIP,116324.0,0,Quality Assurance,Resolved,Negative,High
T21719,C2944,I am very disappointed and frustrated.,2026-05-18 13:45:42,Premium,117504.0,0,Sales,Resolved,Negative,High
T21720,C1053,I want to know the delivery status.,2026-08-21 00:30:20,Premium,65676.0,4,Quality Assurance,Resolved,Neutral,High
T21721,C3173,"Good quality, thank you!",2026-08-25 01:45:43,Premium,144166.0,4,Quality Assurance,Open,Positive,High
T21722,C3466,The item arrived damaged.,2026-06-22 20:12:19,Premium,25036.0,4,Customer Success,Resolved,Negative,High
T21723,C1474,Very satisfied with my purchase.,2026-06-09 08:14:47,Premium,121480.0,4,Logistics,Resolved,Positive,High
T21724,C4407,When will this product be restocked?,2026-03-10 09:28:49,Regular,118573.0,4,Customer Success,Open,Neutral,High
T21725,C4993,I want to know the delivery status.,2026-06-06 18:31:26,Premium,86617.0,5,Logistics,Open,Neutral,High
T21726,C3557,Payment failed but money deducted twice!,2026-08-17 09:52:18,Regular,43412.0,5,Finance,Open,Negative,High
T21727,C1195,"Awesome service, really appreciate it.",2026-05-27 08:39:54,Premium,121394.0,5,Logistics,Resolved,Positive,High
T21728,C3724,I have a question about my recent order.,2026-05-25 22:28:21,Premium,56299.0,5,Sales,Resolved,Neutral,High
T21729,C1168,I want to know the delivery status.,2026-07-25 09:33:45,Premium,59468.0,5,Customer Success,Open,Neutral,High
T21730,C3590,When will this product be restocked?,2026-04-29 03:34:38,Regular,111282.0,4,Customer Success,Resolved,Neutral,High
T21731,C4799,I have a question about my recent order.,2026-04-13 03:13:45,VIP,69516.0,4,Customer Success,Open,Neutral,High
T21732,C2067,I want to know the delivery status.,2026-03-16 07:14:25,VIP,128511.0,2,Sales,In Progress,Neutral,High
T21733,C3639,"Cancel my order immediately, terrible service.",2026-05-13 10:17:36,Regular,26043.0,5,Logistics,In Progress,Negative,High
T21734,C4574,I have a question about my recent order.,2026-07-20 12:11:44,VIP,140490.0,1,Sales,Resolved,Neutral,High
T21735,C3233,"This is unacceptable, my order is late.",2026-05-10 06:25:56,Regular,67588.0,3,Finance,In Progress,Negative,High
T21736,C4343,Very satisfied with my purchase.,2026-06-22 05:15:34,VIP,76191.0,3,Quality Assurance,Open,Positive,High
T21737,C2894,When will this product be restocked?,2026-03-14 04:52:52,Premium,68232.0,5,Finance,Resolved,Neutral,High
T21738,C1015,Payment failed but money deducted twice!,2026-07-09 11:45:46,Regular,15823.0,5,IT Support,Open,Negative,High
T21739,C2910,Payment failed but money deducted twice!,2026-08-12 14:06:48,Regular,51522.0,4,Finance,Resolved,Negative,High
T21740,C1753,"Great product, I love it.",2026-07-05 14:54:56,VIP,56240.0,5,Sales,Open,Positive,High
T21741,C1783,I have a question about my recent order.,2026-05-25 03:32:38,Regular,127686.0,4,Quality Assurance,Resolved,Neutral,High
T21742,C1347,When will this product be restocked?,2026-07-16 05:11:33,Regular,113201.0,3,Customer Success,Open,Neutral,High
T21743,C2078,The item arrived damaged.,2026-05-19 11:55:28,Premium,15420.0,3,Finance,Resolved,Negative,High
T21744,C2927,I am very disappointed and frustrated.,2026-07-12 04:22:25,Premium,55396.0,1,Logistics,In Progress,Negative,High
T21745,C4855,I want to know the delivery status.,2026-03-11 18:39:08,Regular,147945.0,3,Quality Assurance,Resolved,Neutral,High
T21746,C4354,Can you help me update my account?,2026-08-08 13:42:09,Premium,139422.0,4,Customer Success,Resolved,Neutral,High
T21747,C2492,I want to know the delivery status.,2026-04-22 21:59:05,Premium,97204.0,5,Logistics,In Progress,Neutral,High
T21748,C2253,I am very disappointed and frustrated.,2026-07-08 22:52:26,Regular,108375.0,2,Logistics,In Progress,Negative,High
T21749,C2835,"Awesome service, really appreciate it.",2026-02-28 00:49:00,VIP,111976.0,5,Finance,Open,Positive,High
T21750,C2091,How do I return this item?,2026-03-26 06:36:26,VIP,45113.0,3,Sales,Resolved,Neutral,High
T21751,C1310,Very satisfied with my purchase.,2026-08-22 05:19:46,VIP,139091.0,5,Quality Assurance,Resolved,Positive,High
T21752,C2193,Thanks for the quick support!,2026-04-19 08:03:19,Premium,113356.0,5,Logistics,Resolved,Positive,High
T21753,C2153,Can you help me update my account?,2026-07-13 02:15:46,Premium,121866.0,5,Sales,Open,Neutral,High
T21754,C1187,The item arrived damaged.,2026-08-05 23:07:07,Premium,49040.0,5,IT Support,Open,Negative,High
T21755,C2072,"This is unacceptable, my order is late.",2026-03-03 18:54:38,Premium,63116.0,2,Finance,Open,Negative,High
T21756,C4692,I have a question about my recent order.,2026-04-07 16:37:07,VIP,67541.0,3,Customer Success,In Progress,Neutral,High
T21757,C1937,I want to know the delivery status.,2026-08-23 19:34:43,VIP,31846.0,4,Logistics,In Progress,Neutral,High
T21758,C4383,When will this product be restocked?,2026-08-23 03:11:02,VIP,42754.0,3,Logistics,In Progress,Neutral,High
T21759,C3280,"Good quality, thank you!",2026-08-18 10:44:29,VIP,84237.0,4,IT Support,In Progress,Positive,High
T21760,C1411,"Cancel my order immediately, terrible service.",2026-07-16 14:04:44,Premium,107691.0,2,IT Support,In Progress,Negative,High
T21761,C3421,When will this product be restocked?,2026-06-21 16:54:38,Regular,146042.0,4,Quality Assurance,Open,Neutral,High
T21762,C3602,Can you help me update my account?,2026-03-11 03:07:21,VIP,91881.0,5,Customer Success,In Progress,Neutral,High
T21763,C1375,I am very disappointed and frustrated.,2026-06-01 18:19:46,Regular,61555.0,4,IT Support,Open,Negative,High
T21764,C2576,Payment failed but money deducted twice!,2026-08-09 18:15:43,Premium,49025.0,5,Customer Success,Open,Negative,High
T21765,C3196,How do I return this item?,2026-06-19 23:03:37,VIP,31232.0,5,Sales,In Progress,Neutral,High
T21766,C3813,I have a question about my recent order.,2026-05-02 19:08:37,Premium,52497.0,4,Finance,Resolved,Neutral,High
T21767,C1854,"This is unacceptable, my order is late.",2026-05-02 06:13:07,Premium,107008.0,0,Finance,In Progress,Negative,High
T21768,C2976,"This is unacceptable, my order is late.",2026-06-02 15:50:09,Premium,126262.0,1,Finance,In Progress,Negative,High
T21769,C1227,The item arrived damaged.,2026-07-30 06:21:42,VIP,133232.0,0,Customer Success,Resolved,Negative,High
T21770,C1034,I want to know the delivery status.,2026-03-16 23:51:51,VIP,119282.0,2,Sales,In Progress,Neutral,High
T21771,C1928,I have a question about my recent order.,2026-07-16 13:49:56,Premium,118125.0,3,Sales,Open,Neutral,High
T21772,C1256,The item arrived damaged.,2026-08-27 05:39:37,VIP,22834.0,1,Quality Assurance,In Progress,Negative,High
T21773,C2733,When will this product be restocked?,2026-03-10 17:23:38,Premium,127367.0,4,Sales,In Progress,Neutral,High
T21774,C4327,The item arrived damaged.,2026-07-02 13:21:07,Premium,120844.0,2,Quality Assurance,Resolved,Negative,High
T21775,C2284,I am very disappointed and frustrated.,2026-04-22 02:00:21,Regular,22320.0,5,Finance,Resolved,Negative,High
T21776,C1683,I am very disappointed and frustrated.,2026-05-02 14:23:31,VIP,145716.0,0,Sales,Open,Negative,High
T21777,C3468,How do I return this item?,2026-03-23 06:44:26,Regular,143302.0,4,Logistics,In Progress,Neutral,High
T21778,C3711,Can you help me update my account?,2026-05-29 23:55:41,Regular,131371.0,3,Customer Success,Resolved,Neutral,High
T21779,C1432,Thanks for the quick support!,2026-04-24 06:06:54,Premium,129171.0,5,Sales,Resolved,Positive,High
T21780,C3262,How do I return this item?,2026-03-13 23:26:53,VIP,36264.0,3,Customer Success,Open,Neutral,High
T21781,C2777,When will this product be restocked?,2026-03-15 10:58:09,VIP,1907.0,4,Customer Success,Open,Neutral,High
T21782,C3754,I am very disappointed and frustrated.,2026-03-22 22:54:27,VIP,72355.0,0,IT Support,Resolved,Negative,High
T21783,C1206,I am very disappointed and frustrated.,2026-05-28 22:40:33,Premium,88319.0,1,Finance,In Progress,Negative,High
T21784,C2461,"This is unacceptable, my order is late.",2026-07-13 14:27:29,Premium,146673.0,1,IT Support,Open,Negative,High
T21785,C2549,When will this product be restocked?,2026-03-03 10:17:30,VIP,93517.0,3,Quality Assurance,Open,Neutral,High
T21786,C2914,The item arrived damaged.,2026-03-24 00:38:34,Regular,149903.0,2,Finance,Open,Negative,High
T21787,C1548,"Great product, I love it.",2026-06-27 16:51:52,Premium,147098.0,4,Sales,Open,Positive,High
T21788,C2914,"This is unacceptable, my order is late.",2026-04-13 11:10:27,Premium,77427.0,1,IT Support,Open,Negative,High
T21789,C3478,I am very disappointed and frustrated.,2026-06-22 03:59:18,Premium,143368.0,1,Sales,In Progress,Negative,High
T21790,C3517,The item arrived damaged.,2026-06-17 12:20:33,Premium,52084.0,1,Finance,Open,Negative,High
T21791,C3871,Payment failed but money deducted twice!,2026-03-29 23:00:54,VIP,9594.0,2,Customer Success,In Progress,Negative,High
T21792,C1881,I am very disappointed and frustrated.,2026-03-21 04:31:31,Regular,77016.0,4,Quality Assurance,Open,Negative,High
T21793,C3903,I have a question about my recent order.,2026-08-11 12:21:30,Premium,141173.0,3,Quality Assurance,Resolved,Neutral,High
T21794,C2636,"Great product, I love it.",2026-03-29 08:12:49,VIP,57442.0,3,Logistics,Open,Positive,High
T21795,C4235,I want to know the delivery status.,2026-07-23 20:00:21,Premium,71301.0,4,Logistics,In Progress,Neutral,High
T21796,C2793,"Cancel my order immediately, terrible service.",2026-08-16 01:26:01,Regular,11803.0,4,Finance,In Progress,Negative,High
T21797,C3523,I am very disappointed and frustrated.,2026-06-10 12:46:51,Premium,100698.0,2,Quality Assurance,Open,Negative,High
T21798,C4795,"Cancel my order immediately, terrible service.",2026-04-20 13:31:56,Regular,136643.0,2,Customer Success,In Progress,Negative,High
T21799,C1789,Can you help me update my account?,2026-04-21 04:36:04,VIP,65275.0,3,IT Support,Open,Neutral,High
T21800,C2229,Can you help me update my account?,2026-04-19 22:49:55,Premium,99689.0,3,Sales,Resolved,Neutral,High
T21801,C3016,"Cancel my order immediately, terrible service.",2026-08-21 09:09:44,Regular,19594.0,3,IT Support,In Progress,Negative,High
T21802,C1340,I am very disappointed and frustrated.,2026-08-18 03:34:37,Regular,139092.0,2,IT Support,In Progress,Negative,High
T21803,C3446,When will this product be restocked?,2026-05-02 10:26:35,Premium,114418.0,3,Finance,In Progress,Neutral,High
T21804,C4151,"Cancel my order immediately, terrible service.",2026-07-28 08:54:49,VIP,82762.0,2,Customer Success,In Progress,Negative,High
T21805,C4958,When will this product be restocked?,2026-05-14 04:24:37,VIP,74177.0,5,Customer Success,Resolved,Neutral,High
T21806,C3620,"Cancel my order immediately, terrible service.",2026-07-02 05:24:07,Premium,65424.0,2,Sales,Open,Negative,High
T21807,C4648,When will this product be restocked?,2026-03-26 13:24:13,Regular,140846.0,3,Quality Assurance,In Progress,Neutral,High
T21808,C4231,Payment failed but money deducted twice!,2026-08-21 02:02:24,Premium,11189.0,4,Customer Success,Open,Negative,High
T21809,C3206,The item arrived damaged.,2026-04-23 11:14:14,Premium,76948.0,2,IT Support,Resolved,Negative,High
T21810,C4574,"Cancel my order immediately, terrible service.",2026-03-26 03:04:30,Regular,20276.0,3,Customer Success,Open,Negative,High
T21811,C3319,The item arrived damaged.,2026-07-30 20:50:20,Regular,81118.0,3,Logistics,In Progress,Negative,High
T21812,C1363,The item arrived damaged.,2026-06-20 12:59:40,Regular,103229.0,1,Logistics,Open,Negative,High
T21813,C2544,When will this product be restocked?,2026-05-28 14:32:58,Premium,121031.0,5,Customer Success,Resolved,Neutral,High
T21814,C4351,When will this product be restocked?,2026-05-05 17:39:19,VIP,148679.0,1,Logistics,Open,Neutral,High
T21815,C4347,"This is unacceptable, my order is late.",2026-06-17 07:33:42,VIP,72763.0,0,IT Support,Open,Negative,High
T21816,C2200,I am very disappointed and frustrated.,2026-08-02 10:42:21,VIP,114362.0,0,Logistics,Open,Negative,High
T21817,C1352,How do I return this item?,2026-07-13 13:52:18,Premium,91649.0,4,Customer Success,Open,Neutral,High
T21818,C4195,I have a question about my recent order.,2026-08-24 00:47:16,Premium,127909.0,3,IT Support,Open,Neutral,High
T21819,C1381,I have a question about my recent order.,2026-07-02 13:34:11,VIP,95000.0,5,Quality Assurance,Open,Neutral,High
